STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,schedule,Type of schedule,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2025-Q3,,1019100,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LT,Lithuania,2025-Q4,,896951,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2005-Q1,,148733,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2005-Q2,,209012,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2005-Q3,,238572,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2005-Q4,,168771,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2006-Q1,,153384,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2006-Q2,,216235,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2006-Q3,,245942,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2006-Q4,,178731,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2007-Q1,,157618,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2007-Q2,,212760,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2007-Q3,,252857,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2007-Q4,,188902,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2008-Q1,,167387,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2008-Q2,,230008,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2008-Q3,,264251,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2008-Q4,,179805,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2009-Q1,,145344,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2009-Q2,,206722,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2009-Q3,,235850,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2009-Q4,,175567,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2010-Q1,,150767,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2010-Q2,,199692,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2010-Q3,,253662,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2010-Q4,,192060,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2011-Q1,,201114,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2011-Q2,,235035,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2011-Q3,,279169,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2011-Q4,,203510,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2012-Q1,,176956,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2012-Q2,,248427,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2012-Q3,,304066,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2012-Q4,,214422,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2013-Q1,,194647,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2013-Q2,,287710,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2013-Q3,,346564,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2013-Q4,,249878,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2014-Q1,,227700,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2014-Q2,,334278,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2014-Q3,,370659,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2014-Q4,,277321,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2015-Q1,,234611,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2015-Q2,,358472,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2015-Q3,,410845,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2015-Q4,,314679,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2016-Q1,,283172,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2016-Q2,,397543,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2016-Q3,,435348,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2016-Q4,,368467,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2017-Q1,,328684,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2017-Q2,,477756,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2017-Q3,,525358,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2017-Q4,,435111,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2018-Q1,,384973,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2018-Q2,,541040,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2018-Q3,,579499,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2018-Q4,,478621,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2019-Q1,,427572,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2019-Q2,,585956,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2019-Q3,,628311,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2019-Q4,,534226,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2020-Q1,,366625,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2020-Q2,,16293,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2020-Q3,,218779,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2020-Q4,,114937,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2021-Q1,,75841,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2021-Q2,,168884,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2021-Q3,,394827,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2021-Q4,,361015,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2022-Q1,,294210,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2022-Q2,,561534,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2022-Q3,,647110,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2022-Q4,,514843,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2023-Q1,,464132,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2023-Q2,,642227,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2023-Q3,,711218,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2023-Q4,,569337,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2024-Q1,,489607,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2024-Q2,,713257,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),TOTAL,Total transport,TOT,Total,LU,Luxembourg,2024-Q3,,759009,,,,,
